43687,3000000,120146,10510
43563,3000000,60636,4714
87248,3000000,99042,17940
53124,3000000,2339150,313009
57059,3000000,160266,16396
69436,3000000,474558,76449
80765,3000000,326037,51974
42609,3000000,226249,22796
52283,3000000,31330,2278
49610,3000000,18186,1403
45986,3000000,34833,3175
45951,3000000,111007,9087
43834,3000000,97631,8467
83360,3000000,1501587,250825
46161,3000000,74877,8376
51675,3000000,49453,4072
49639,3000000,104926,6785
54060,3000000,180143,19969
50807,3000000,64688,7782
48555,3000000,62230,4881
51901,3000000,91446,8789
76728,3000000,976396,149214
50192,3000000,41013,3440
44776,3000000,25048,1527
56602,4000000,309381,25971
39900,4000000,47462,2360
32137,4000000,1455444,126570
43756,4000000,196567,14683
39368,4000000,77922,5306
47875,4000000,78288,6676
40782,4000000,130779,9140
47994,4000000,87071,6182
40693,4000000,48844,3368
49025,4000000,81251,4985
53500,4000000,61509,5657
44397,4000000,48494,3430
38208,4000000,46053,4140
67153,4000000,295754,32022
47505,4000000,922578,76433
45668,4000000,38478,2430
40092,4000000,50660,2963
46976,4000000,53992,4636
45955,4000000,58937,4424
45127,4000000,47625,4720
43104,4000000,4712,350
40504,4000000,63100,4240
45292,4000000,117635,6731
42437,4000000,2636735,229357
44097,4000000,26957,1591
50186,4000000,64717,4729
49326,4000000,71849,4930
50247,4000000,749600,64453
40160,4000000,49642,4625
91162,4000000,1361350,197959
65833,4000000,1644518,222476
45291,4000000,212652,15793
45957,4000000,232500,17566
53394,4000000,468463,40236
52367,4000000,109561,9325
65648,4000000,377647,42092
43870,4000000,41582,2801
43687,4000000,120146,8778
43563,4000000,60636,4101
87248,4000000,99042,15192
53124,4000000,2339150,253922
57059,4000000,160266,13144
69436,4000000,474558,64511
80765,4000000,326037,42409
42609,4000000,226249,17827
52283,4000000,31330,1799
49610,4000000,18186,1177
45986,4000000,34833,2712
45951,4000000,111007,7086
43834,4000000,97631,6829
83360,4000000,1501587,202380
46161,4000000,74877,7515
51675,4000000,49453,3558
49639,4000000,104926,5567
54060,4000000,180143,17631
50807,4000000,64688,8187
48555,4000000,62230,4033
51901,4000000,91446,7071
76728,4000000,976396,121710
50192,4000000,41013,2843
44776,4000000,25048,1317
56602,5000000,309381,26240
39900,5000000,47462,2416
32137,5000000,1455444,127969
43756,5000000,196567,14955
39368,5000000,77922,5251
47875,5000000,78288,6809
40782,5000000,130779,9256
47994,5000000,87071,6237
40693,5000000,48844,3528
49025,5000000,81251,4978
53500,5000000,61509,5514
44397,5000000,48494,3419
38208,5000000,46053,4142
67153,5000000,295754,31223
47505,5000000,922578,78277
45668,5000000,38478,2284
40092,5000000,50660,3189
46976,5000000,53992,4621
45955,5000000,58937,4519
45127,5000000,47625,4585
43104,5000000,4712,364
40504,5000000,63100,4424
45292,5000000,117635,6964
42437,5000000,2636735,231655
44097,5000000,26957,1551
50186,5000000,64717,4695
49326,5000000,71849,5045
50247,5000000,749600,68016
40160,5000000,49642,4844
91162,5000000,1361350,202362
65833,5000000,1644518,226194
45291,5000000,212652,16134
45957,5000000,232500,18119
53394,5000000,468463,41461
52367,5000000,109561,9451
65648,5000000,377647,42049
43870,5000000,41582,2845
43687,5000000,120146,9008
43563,5000000,60636,4341
87248,5000000,99042,15418
53124,5000000,2339150,256713
57059,5000000,160266,13580
69436,5000000,474558,65879
80765,5000000,326037,41674
42609,5000000,226249,18500
52283,5000000,31330,1876
49610,5000000,18186,1253
45986,5000000,34833,2781
45951,5000000,111007,7511
43834,5000000,97631,7055
83360,5000000,1501587,210510
46161,5000000,74877,7403
51675,5000000,49453,3594
49639,5000000,104926,5812
54060,5000000,180143,17440
50807,5000000,64688,6699
48555,5000000,62230,4214
51901,5000000,91446,7385
76728,5000000,976396,124813
50192,5000000,41013,2908
44776,5000000,25048,1433
56602,6000000,309381,28261
39900,6000000,47462,2399
32137,6000000,1455444,125925
43756,6000000,196567,15429
39368,6000000,77922,5346
47875,6000000,78288,6819
40782,6000000,130779,9414
47994,6000000,87071,6459
40693,6000000,48844,3310
49025,6000000,81251,5029
53500,6000000,61509,6165
44397,6000000,48494,3416
38208,6000000,46053,4197
67153,6000000,295754,32044
47505,6000000,922578,78308
45668,6000000,38478,2432
40092,6000000,50660,3272
46976,6000000,53992,5071
45955,6000000,58937,4667
45127,6000000,47625,5430
43104,6000000,4712,324
40504,6000000,63100,4202
45292,6000000,117635,7022
42437,6000000,2636735,224566
44097,6000000,26957,1516
50186,6000000,64717,4802
49326,6000000,71849,4696
50247,6000000,749600,68804
40160,6000000,49642,5132
91162,6000000,1361350,198215
65833,6000000,1644518,224813
45291,6000000,212652,16595
45957,6000000,232500,18179
53394,6000000,468463,41166
52367,6000000,109561,9669
65648,6000000,377647,43165
43870,6000000,41582,2878
43687,6000000,120146,9120
43563,6000000,60636,4442
87248,6000000,99042,15485
53124,6000000,2339150,252114
57059,6000000,160266,14323
69436,6000000,474558,63899
80765,6000000,326037,42289
42609,6000000,226249,19751
52283,6000000,31330,2036
49610,6000000,18186,1268
45986,6000000,34833,2837
45951,6000000,111007,7082
43834,6000000,97631,7265
83360,6000000,1501587,208963
46161,6000000,74877,7805
51675,6000000,49453,3666
49639,6000000,104926,6077
54060,6000000,180143,18544
50807,6000000,64688,7049
48555,6000000,62230,4393
51901,6000000,91446,7455
76728,6000000,976396,123039
50192,6000000,41013,3097
44776,6000000,25048,1420
56602,7000000,309381,27886
39900,7000000,47462,2530
32137,7000000,1455444,133287
43756,7000000,196567,15588
39368,7000000,77922,5609
47875,7000000,78288,6727
40782,7000000,130779,9867
47994,7000000,87071,6327
40693,7000000,48844,3334
49025,7000000,81251,5048
53500,7000000,61509,5770
44397,7000000,48494,3571
38208,7000000,46053,4296
67153,7000000,295754,31491
47505,7000000,922578,81509
45668,7000000,38478,2292
40092,7000000,50660,2912
46976,7000000,53992,4888
45955,7000000,58937,4499
45127,7000000,47625,5378
43104,7000000,4712,353
40504,7000000,63100,4248
45292,7000000,117635,6961
42437,7000000,2636735,241625
44097,7000000,26957,1512
50186,7000000,64717,4702
49326,7000000,71849,5127
50247,7000000,749600,70305
40160,7000000,49642,5054
91162,7000000,1361350,210165
65833,7000000,1644518,239440
45291,7000000,212652,16198
45957,7000000,232500,18485
53394,7000000,468463,41714
52367,7000000,109561,9861
65648,7000000,377647,42056
43870,7000000,41582,2916
43687,7000000,120146,9865
43563,7000000,60636,4234
87248,7000000,99042,15121
53124,7000000,2339150,266579
57059,7000000,160266,14129
69436,7000000,474558,67974
80765,7000000,326037,42727
42609,7000000,226249,18940
52283,7000000,31330,2037
49610,7000000,18186,1254
45986,7000000,34833,2841
45951,7000000,111007,7085
43834,7000000,97631,7564
83360,7000000,1501587,217038
46161,7000000,74877,7224
51675,7000000,49453,3590
49639,7000000,104926,5840
54060,7000000,180143,17466
50807,7000000,64688,6834
48555,7000000,62230,4401
51901,7000000,91446,7570
76728,7000000,976396,122804
50192,7000000,41013,3044
44776,7000000,25048,1394
56602,8000000,309381,29411
39900,8000000,47462,2384
32137,8000000,1455444,132905
43756,8000000,196567,15897
39368,8000000,77922,5633
47875,8000000,78288,6690
40782,8000000,130779,9543
47994,8000000,87071,6436
40693,8000000,48844,3467
49025,8000000,81251,5154
53500,8000000,61509,6471
44397,8000000,48494,3354
38208,8000000,46053,4294
67153,8000000,295754,32393
47505,8000000,922578,79493
45668,8000000,38478,2457
40092,8000000,50660,3156
46976,8000000,53992,5089
45955,8000000,58937,4286
45127,8000000,47625,5524
43104,8000000,4712,413
40504,8000000,63100,4293
45292,8000000,117635,6681
42437,8000000,2636735,238690
44097,8000000,26957,1430
50186,8000000,64717,4571
49326,8000000,71849,4717
50247,8000000,749600,69213
40160,8000000,49642,5499
91162,8000000,1361350,210154
65833,8000000,1644518,240755
45291,8000000,212652,16221
45957,8000000,232500,18288
53394,8000000,468463,40729
52367,8000000,109561,9631
65648,8000000,377647,44545
43870,8000000,41582,2825
43687,8000000,120146,9016
43563,8000000,60636,4411
87248,8000000,99042,15467
53124,8000000,2339150,269514
57059,8000000,160266,14877
69436,8000000,474558,68374
80765,8000000,326037,44679
42609,8000000,226249,20443
52283,8000000,31330,2175
49610,8000000,18186,1328
45986,8000000,34833,2829
45951,8000000,111007,7073
43834,8000000,97631,7187
83360,8000000,1501587,220390
46161,8000000,74877,7707
51675,8000000,49453,3402
49639,8000000,104926,6112
54060,8000000,180143,18776
50807,8000000,64688,7617
48555,8000000,62230,4494
51901,8000000,91446,7065
76728,8000000,976396,130562
50192,8000000,41013,2950
44776,8000000,25048,1425
56602,9000000,309381,56908
39900,9000000,47462,2496
32137,9000000,1455444,137771
43756,9000000,196567,16272
39368,9000000,77922,5896
47875,9000000,78288,6810
40782,9000000,130779,9820
47994,9000000,87071,6323
40693,9000000,48844,4374
49025,9000000,81251,8452
53500,9000000,61509,11989
44397,9000000,48494,3348
38208,9000000,46053,5092
67153,9000000,295754,43684
47505,9000000,922578,82110
45668,9000000,38478,5509
40092,9000000,50660,5839
46976,9000000,53992,12889
45955,9000000,58937,4719
45127,9000000,47625,11741
43104,9000000,4712,1170
40504,9000000,63100,7479
45292,9000000,117635,11094
42437,9000000,2636735,248458
44097,9000000,26957,2605
50186,9000000,64717,4994
49326,9000000,71849,4691
50247,9000000,749600,70792
40160,9000000,49642,14058
91162,9000000,1361350,213839
65833,9000000,1644518,249732
45291,9000000,212652,16909
45957,9000000,232500,22783
53394,9000000,468463,41436
52367,9000000,109561,9803
65648,9000000,377647,53360
43870,9000000,41582,2935
43687,9000000,120146,10873
43563,9000000,60636,7000
87248,9000000,99042,15958
53124,9000000,2339150,273266
57059,9000000,160266,37524
69436,9000000,474558,68828
80765,9000000,326037,44529
42609,9000000,226249,71197
52283,9000000,31330,4476
49610,9000000,18186,1332
45986,9000000,34833,2669
45951,9000000,111007,10741
43834,9000000,97631,7471
83360,9000000,1501587,219666
46161,9000000,74877,10238
51675,9000000,49453,3561
49639,9000000,104926,5762
54060,9000000,180143,34988
50807,9000000,64688,21252
48555,9000000,62230,13111
51901,9000000,91446,7531
76728,9000000,976396,131866
50192,9000000,41013,2932
44776,9000000,25048,1322
56602,10000000,309381,31519
39900,10000000,47462,2591
32137,10000000,1455444,137694
43756,10000000,196567,16178
39368,10000000,77922,5672
47875,10000000,78288,6944
40782,10000000,130779,9666
47994,10000000,87071,6179
40693,10000000,48844,3520
49025,10000000,81251,5561
53500,10000000,61509,6909
44397,10000000,48494,3432
38208,10000000,46053,4257
67153,10000000,295754,35840
47505,10000000,922578,82166
45668,10000000,38478,2911
40092,10000000,50660,3351
46976,10000000,53992,5934
45955,10000000,58937,4499
45127,10000000,47625,6317
43104,10000000,4712,652
40504,10000000,63100,4717
45292,10000000,117635,7361
42437,10000000,2636735,246906
44097,10000000,26957,1585
50186,10000000,64717,4792
49326,10000000,71849,4911
50247,10000000,749600,70277
40160,10000000,49642,6567
91162,10000000,1361350,211474
65833,10000000,1644518,242953
45291,10000000,212652,16339
45957,10000000,232500,19002
53394,10000000,468463,41861
52367,10000000,109561,9623
65648,10000000,377647,46502
43870,10000000,41582,3116
43687,10000000,120146,9941
43563,10000000,60636,4629
87248,10000000,99042,15747
53124,10000000,2339150,275621
57059,10000000,160266,18218
69436,10000000,474558,69252
80765,10000000,326037,45594
42609,10000000,226249,24533
52283,10000000,31330,2536
49610,10000000,18186,1402
45986,10000000,34833,2690
45951,10000000,111007,7532
43834,10000000,97631,7533
83360,10000000,1501587,215469
46161,10000000,74877,8317
51675,10000000,49453,3533
49639,10000000,104926,6065
54060,10000000,180143,21521
50807,10000000,64688,8811
48555,10000000,62230,5383
51901,10000000,91446,7466
76728,10000000,976396,129349
50192,10000000,41013,3124
44776,10000000,25048,1528
56602,11000000,309381,31758
39900,11000000,47462,2629
32137,11000000,1455444,146603
43756,11000000,196567,17390
39368,11000000,77922,6079
47875,11000000,78288,7145
40782,11000000,130779,10302
47994,11000000,87071,7036
40693,11000000,48844,3835
49025,11000000,81251,5618
53500,11000000,61509,6697
44397,11000000,48494,3695
38208,11000000,46053,4533
67153,11000000,295754,35468
47505,11000000,922578,86446
45668,11000000,38478,2744
40092,11000000,50660,3634
46976,11000000,53992,5294
45955,11000000,58937,4760
45127,11000000,47625,5748
43104,11000000,4712,402
40504,11000000,63100,4557
45292,11000000,117635,7675
42437,11000000,2636735,262477
44097,11000000,26957,1603
50186,11000000,64717,5429
49326,11000000,71849,5185
50247,11000000,749600,75173
40160,11000000,49642,5744
91162,11000000,1361350,225809
65833,11000000,1644518,264027
45291,11000000,212652,17371
45957,11000000,232500,19844
53394,11000000,468463,44522
52367,11000000,109561,10728
65648,11000000,377647,47564
43870,11000000,41582,3163
43687,11000000,120146,9942
43563,11000000,60636,4566
87248,11000000,99042,16864
53124,11000000,2339150,291907
57059,11000000,160266,15932
69436,11000000,474558,73461
80765,11000000,326037,47898
42609,11000000,226249,21891
52283,11000000,31330,2295
49610,11000000,18186,1437
45986,11000000,34833,2865
45951,11000000,111007,7735
43834,11000000,97631,8051
83360,11000000,1501587,229657
46161,11000000,74877,8587
51675,11000000,49453,3838
49639,11000000,104926,6119
54060,11000000,180143,20469
50807,11000000,64688,7842
48555,11000000,62230,4908
51901,11000000,91446,7695
76728,11000000,976396,140432
50192,11000000,41013,3306
44776,11000000,25048,1449
56602,12000000,309381,30785
39900,12000000,47462,2664
32137,12000000,1455444,146225
43756,12000000,196567,16948
39368,12000000,77922,6151
47875,12000000,78288,6916
40782,12000000,130779,9910
47994,12000000,87071,6723
40693,12000000,48844,3725
49025,12000000,81251,5418
53500,12000000,61509,6566
44397,12000000,48494,3573
38208,12000000,46053,4667
67153,12000000,295754,35504
47505,12000000,922578,84866
45668,12000000,38478,2740
40092,12000000,50660,3378
46976,12000000,53992,5175
45955,12000000,58937,4746
45127,12000000,47625,5643
43104,12000000,4712,396
40504,12000000,63100,4564
45292,12000000,117635,7941
42437,12000000,2636735,261826
44097,12000000,26957,1568
50186,12000000,64717,5015
49326,12000000,71849,4897
50247,12000000,749600,73814
40160,12000000,49642,5658
91162,12000000,1361350,226243
65833,12000000,1644518,261356
45291,12000000,212652,17265
45957,12000000,232500,19228
53394,12000000,468463,43502
52367,12000000,109561,10350
65648,12000000,377647,47750
43870,12000000,41582,3049
43687,12000000,120146,9981
43563,12000000,60636,4378
87248,12000000,99042,16947
53124,12000000,2339150,291774
57059,12000000,160266,15793
69436,12000000,474558,72169
80765,12000000,326037,47557
42609,12000000,226249,21269
52283,12000000,31330,2345
49610,12000000,18186,1375
45986,12000000,34833,2967
45951,12000000,111007,7901
43834,12000000,97631,7976
83360,12000000,1501587,229072
46161,12000000,74877,8739
51675,12000000,49453,3788
49639,12000000,104926,6243
54060,12000000,180143,19967
50807,12000000,64688,7215
48555,12000000,62230,4716
51901,12000000,91446,7822
76728,12000000,976396,137985
50192,12000000,41013,3245
44776,12000000,25048,1460
56602,13000000,309381,31167
39900,13000000,47462,2638
32137,13000000,1455444,148494
43756,13000000,196567,17535
39368,13000000,77922,6174
47875,13000000,78288,7043
40782,13000000,130779,10101
47994,13000000,87071,6967
40693,13000000,48844,3736
49025,13000000,81251,5511
53500,13000000,61509,6465
44397,13000000,48494,3891
38208,13000000,46053,4519
67153,13000000,295754,36054
47505,13000000,922578,85830
45668,13000000,38478,2756
40092,13000000,50660,3589
46976,13000000,53992,5497
45955,13000000,58937,4717
45127,13000000,47625,5861
43104,13000000,4712,375
40504,13000000,63100,4841
45292,13000000,117635,8136
42437,13000000,2636735,268754
44097,13000000,26957,1628
50186,13000000,64717,5026
49326,13000000,71849,5084
50247,13000000,749600,74156
40160,13000000,49642,5686
91162,13000000,1361350,229969
65833,13000000,1644518,269417
45291,13000000,212652,16897
45957,13000000,232500,19229
53394,13000000,468463,44061
52367,13000000,109561,10532
65648,13000000,377647,48342
43870,13000000,41582,2968
43687,13000000,120146,10018
43563,13000000,60636,4628
87248,13000000,99042,17127
53124,13000000,2339150,297338
57059,13000000,160266,15782
69436,13000000,474558,74287
80765,13000000,326037,48312
42609,13000000,226249,21837
52283,13000000,31330,2294
49610,13000000,18186,1512
45986,13000000,34833,2775
45951,13000000,111007,8064
43834,13000000,97631,8128
83360,13000000,1501587,232777
46161,13000000,74877,8905
51675,13000000,49453,3869
49639,13000000,104926,6583
54060,13000000,180143,20072
50807,13000000,64688,7779
48555,13000000,62230,4728
51901,13000000,91446,8086
76728,13000000,976396,140868
50192,13000000,41013,3290
44776,13000000,25048,1447
56602,14000000,309381,32979
39900,14000000,47462,2873
32137,14000000,1455444,150483
43756,14000000,196567,17770
39368,14000000,77922,6509
47875,14000000,78288,7464
40782,14000000,130779,10320
47994,14000000,87071,6672
40693,14000000,48844,4036
49025,14000000,81251,6028
53500,14000000,61509,6911
44397,14000000,48494,4166
38208,14000000,46053,4616
67153,14000000,295754,38532
47505,14000000,922578,89385
45668,14000000,38478,2904
40092,14000000,50660,3945
46976,14000000,53992,5621
45955,14000000,58937,5227
45127,14000000,47625,5939
43104,14000000,4712,389
40504,14000000,63100,4803
45292,14000000,117635,8459
42437,14000000,2636735,276880
44097,14000000,26957,1786
50186,14000000,64717,5592
49326,14000000,71849,5609
50247,14000000,749600,77435
40160,14000000,49642,6067
91162,14000000,1361350,239062
65833,14000000,1644518,276489
45291,14000000,212652,17729
45957,14000000,232500,20934
53394,14000000,468463,46269
52367,14000000,109561,10857
65648,14000000,377647,51005
43870,14000000,41582,3074
43687,14000000,120146,10958
43563,14000000,60636,4951
87248,14000000,99042,18610
53124,14000000,2339150,306481
57059,14000000,160266,16219
69436,14000000,474558,76720
80765,14000000,326037,51013
42609,14000000,226249,23411
52283,14000000,31330,2388
49610,14000000,18186,1508
45986,14000000,34833,3126
45951,14000000,111007,8617
43834,14000000,97631,8154
83360,14000000,1501587,241646
46161,14000000,74877,8790
51675,14000000,49453,4204
49639,14000000,104926,6804
54060,14000000,180143,21582
50807,14000000,64688,8537
48555,14000000,62230,5078
51901,14000000,91446,8853
76728,14000000,976396,149496
50192,14000000,41013,3449
44776,14000000,25048,1551
56602,15000000,309381,37122
39900,15000000,47462,2894
32137,15000000,1455444,151989
43756,15000000,196567,18240
39368,15000000,77922,6490
47875,15000000,78288,7560
40782,15000000,130779,10574
47994,15000000,87071,7046
40693,15000000,48844,4074
49025,15000000,81251,5701
53500,15000000,61509,7164
44397,15000000,48494,4078
38208,15000000,46053,4777
67153,15000000,295754,37445
47505,15000000,922578,89730
45668,15000000,38478,2961
40092,15000000,50660,3807
46976,15000000,53992,5904
45955,15000000,58937,5090
45127,15000000,47625,6039
43104,15000000,4712,371
40504,15000000,63100,5018
45292,15000000,117635,8723
42437,15000000,2636735,278083
44097,15000000,26957,1809
50186,15000000,64717,5570
49326,15000000,71849,5412
50247,15000000,749600,77659
40160,15000000,49642,6477
91162,15000000,1361350,234515
65833,15000000,1644518,274659
45291,15000000,212652,18344
45957,15000000,232500,20330
53394,15000000,468463,46036
52367,15000000,109561,11248
65648,15000000,377647,50770
43870,15000000,41582,3131
43687,15000000,120146,10199
43563,15000000,60636,4829
87248,15000000,99042,17492
53124,15000000,2339150,305025
57059,15000000,160266,17804
69436,15000000,474558,76652
80765,15000000,326037,49840
42609,15000000,226249,23891
52283,15000000,31330,2661
49610,15000000,18186,1508
45986,15000000,34833,2982
45951,15000000,111007,8605
43834,15000000,97631,8267
83360,15000000,1501587,237415
46161,15000000,74877,8759
51675,15000000,49453,4103
49639,15000000,104926,6768
54060,15000000,180143,21388
50807,15000000,64688,8484
48555,15000000,62230,5221
51901,15000000,91446,8101
76728,15000000,976396,146125
50192,15000000,41013,3370
44776,15000000,25048,1432
56602,16000000,309381,37185
39900,16000000,47462,2719
32137,16000000,1455444,151236
43756,16000000,196567,18744
39368,16000000,77922,6240
47875,16000000,78288,7639
40782,16000000,130779,10703
47994,16000000,87071,6941
40693,16000000,48844,3947
49025,16000000,81251,6144
53500,16000000,61509,7540
44397,16000000,48494,3906
38208,16000000,46053,4837
67153,16000000,295754,38383
47505,16000000,922578,91384
45668,16000000,38478,2974
40092,16000000,50660,3730
46976,16000000,53992,6076
45955,16000000,58937,5251
45127,16000000,47625,6348
43104,16000000,4712,440
40504,16000000,63100,4914
45292,16000000,117635,8749
42437,16000000,2636735,277271
44097,16000000,26957,1745
50186,16000000,64717,5530
49326,16000000,71849,5627
50247,16000000,749600,77803
40160,16000000,49642,6184
91162,16000000,1361350,237295
65833,16000000,1644518,279623
45291,16000000,212652,18235
45957,16000000,232500,20608
53394,16000000,468463,46955
52367,16000000,109561,11097
65648,16000000,377647,50530
43870,16000000,41582,3331
43687,16000000,120146,10706
43563,16000000,60636,4992
87248,16000000,99042,17812
53124,16000000,2339150,308099
57059,16000000,160266,17706
69436,16000000,474558,75982
80765,16000000,326037,51189
42609,16000000,226249,24412
52283,16000000,31330,2512
49610,16000000,18186,1543
45986,16000000,34833,3108
45951,16000000,111007,8468
43834,16000000,97631,8201
83360,16000000,1501587,242587
46161,16000000,74877,9224
51675,16000000,49453,3938
49639,16000000,104926,6759
54060,16000000,180143,20979
50807,16000000,64688,8471
48555,16000000,62230,5194
51901,16000000,91446,8495
76728,16000000,976396,150765
50192,16000000,41013,3372
44776,16000000,25048,1583
56602,17000000,309381,36010
39900,17000000,47462,2778
32137,17000000,1455444,145553
43756,17000000,196567,17776
39368,17000000,77922,6109
47875,17000000,78288,7609
40782,17000000,130779,10380
47994,17000000,87071,7000
40693,17000000,48844,3758
49025,17000000,81251,5823
53500,17000000,61509,7437
44397,17000000,48494,3964
38208,17000000,46053,4806
67153,17000000,295754,36481
47505,17000000,922578,88844
45668,17000000,38478,3064
40092,17000000,50660,3508
46976,17000000,53992,5686
45955,17000000,58937,5032
45127,17000000,47625,6102
43104,17000000,4712,361
40504,17000000,63100,4858
45292,17000000,117635,8194
42437,17000000,2636735,264337
44097,17000000,26957,1702
50186,17000000,64717,5487
49326,17000000,71849,5194
50247,17000000,749600,76910
40160,17000000,49642,5946
91162,17000000,1361350,233421
65833,17000000,1644518,268480
45291,17000000,212652,17564
45957,17000000,232500,20246
53394,17000000,468463,45599
52367,17000000,109561,11102
65648,17000000,377647,49525
43870,17000000,41582,3143
43687,17000000,120146,10266
43563,17000000,60636,4919
87248,17000000,99042,17373
53124,17000000,2339150,296895
57059,17000000,160266,17348
69436,17000000,474558,74076
80765,17000000,326037,49907
42609,17000000,226249,23921
52283,17000000,31330,2396
49610,17000000,18186,1501
45986,17000000,34833,2988
45951,17000000,111007,7889
43834,17000000,97631,8078
83360,17000000,1501587,237697
46161,17000000,74877,8933
51675,17000000,49453,3956
49639,17000000,104926,6741
54060,17000000,180143,20976
50807,17000000,64688,8234
48555,17000000,62230,4926
51901,17000000,91446,8406
76728,17000000,976396,144812
50192,17000000,41013,3361
44776,17000000,25048,1501
56602,18000000,309381,35769
39900,18000000,47462,2950
32137,18000000,1455444,141940
43756,18000000,196567,18392
39368,18000000,77922,6488
47875,18000000,78288,7461
40782,18000000,130779,10594
47994,18000000,87071,7540
40693,18000000,48844,4274
49025,18000000,81251,5860
53500,18000000,61509,7152
44397,18000000,48494,3905
38208,18000000,46053,4906
67153,18000000,295754,37281
47505,18000000,922578,90885
45668,18000000,38478,2992
40092,18000000,50660,3634
46976,18000000,53992,5766
45955,18000000,58937,5201
45127,18000000,47625,5759
43104,18000000,4712,390
40504,18000000,63100,4887
45292,18000000,117635,8172
42437,18000000,2636735,262023
44097,18000000,26957,1647
50186,18000000,64717,5429
49326,18000000,71849,5628
50247,18000000,749600,77956
40160,18000000,49642,6131
91162,18000000,1361350,230114
65833,18000000,1644518,266179
45291,18000000,212652,18502
45957,18000000,232500,20315
53394,18000000,468463,45680
52367,18000000,109561,11190
65648,18000000,377647,50326
43870,18000000,41582,3098
43687,18000000,120146,10648
43563,18000000,60636,5092
87248,18000000,99042,18363
53124,18000000,2339150,296576
57059,18000000,160266,17368
69436,18000000,474558,78835
80765,18000000,326037,49913
42609,18000000,226249,23810
52283,18000000,31330,2419
49610,18000000,18186,1523
45986,18000000,34833,2903
45951,18000000,111007,8624
43834,18000000,97631,8333
83360,18000000,1501587,239062
46161,18000000,74877,8828
51675,18000000,49453,3996
49639,18000000,104926,6922
54060,18000000,180143,21135
50807,18000000,64688,8470
48555,18000000,62230,5000
51901,18000000,91446,8151
76728,18000000,976396,145571
50192,18000000,41013,3300
44776,18000000,25048,1466
56602,19000000,309381,35363
39900,19000000,47462,2772
32137,19000000,1455444,143956
43756,19000000,196567,17908
39368,19000000,77922,6238
47875,19000000,78288,7278
40782,19000000,130779,10603
47994,19000000,87071,7339
40693,19000000,48844,4105
49025,19000000,81251,5515
53500,19000000,61509,7189
44397,19000000,48494,3929
38208,19000000,46053,4724
67153,19000000,295754,35847
47505,19000000,922578,86022
45668,19000000,38478,2996
40092,19000000,50660,3488
46976,19000000,53992,5608
45955,19000000,58937,5210
45127,19000000,47625,5758
43104,19000000,4712,399
40504,19000000,63100,4970
45292,19000000,117635,8174
42437,19000000,2636735,264388
44097,19000000,26957,1642
50186,19000000,64717,5370
49326,19000000,71849,5035
50247,19000000,749600,74791
40160,19000000,49642,6166
91162,19000000,1361350,227894
65833,19000000,1644518,279332
45291,19000000,212652,17690
45957,19000000,232500,19861
