Week,County,Sales
7/2/2011,WAYNE       ,8124
7/2/2011,WESTCHESTER ,137969
7/2/2011,WYOMING     ,3268
7/2/2011,YATES       ,1369
7/9/2011,ALBANY      ,34341
7/9/2011,ALLEGANY    ,3070
7/9/2011,BRONX       ,147464
7/9/2011,BROOME      ,17933
7/9/2011,CATTARAUGUS ,6496
7/9/2011,CAYUGA      ,7801
7/9/2011,CHAUTAUQUA  ,11374
7/9/2011,CHEMUNG     ,7528
7/9/2011,CHENANGO    ,3746
7/9/2011,CLINTON     ,6207
7/9/2011,COLUMBIA    ,7775
7/9/2011,CORTLAND    ,4275
7/9/2011,DELAWARE    ,5729
7/9/2011,DUTCHESS    ,38405
7/9/2011,ERIE        ,91684
7/9/2011,ESSEX       ,4128
7/9/2011,FRANKLIN    ,3838
7/9/2011,FULTON      ,6171
7/9/2011,GENESEE     ,5452
7/9/2011,GREENE      ,6714
7/9/2011,HAMILTON    ,726
7/9/2011,HERKIMER    ,5541
7/9/2011,JEFFERSON   ,10032
7/9/2011,KINGS       ,270796
7/9/2011,LEWIS       ,1939
7/9/2011,LIVINGSTON  ,5115
7/9/2011,MADISON     ,5597
7/9/2011,MONROE      ,76895
7/9/2011,MONTGOMERY  ,6311
7/9/2011,NASSAU      ,256120
7/9/2011,NEW YORK    ,273575
7/9/2011,NIAGARA     ,18907
7/9/2011,ONEIDA      ,20501
7/9/2011,ONONDAGA    ,47968
7/9/2011,ONTARIO     ,11445
7/9/2011,ORANGE      ,53439
7/9/2011,ORLEANS     ,3286
7/9/2011,OSWEGO      ,10707
7/9/2011,OTSEGO      ,5344
7/9/2011,PUTNAM      ,19366
7/9/2011,QUEENS      ,309966
7/9/2011,RENSSELAER  ,16844
7/9/2011,RICHMOND    ,81611
7/9/2011,ROCKLAND    ,54400
7/9/2011,SARATOGA    ,23459
7/9/2011,SCHENECTADY ,211559
7/9/2011,SCHOHARIE   ,2600
7/9/2011,SCHUYLER    ,1761
7/9/2011,SENECA      ,3282
7/9/2011,ST. LAWRENCE,8824
7/9/2011,STEUBEN     ,8525
7/9/2011,SUFFOLK     ,277286
7/9/2011,SULLIVAN    ,11426
7/9/2011,TIOGA       ,4152
7/9/2011,TOMPKINS    ,6958
7/9/2011,ULSTER      ,22374
7/9/2011,WARREN      ,9905
7/9/2011,WASHINGTON  ,5108
7/9/2011,WAYNE       ,8820
7/9/2011,WESTCHESTER ,150853
7/9/2011,WYOMING     ,3191
7/9/2011,YATES       ,1684
7/16/2011,ALBANY      ,35921
7/16/2011,ALLEGANY    ,2777
7/16/2011,BRONX       ,149957
7/16/2011,BROOME      ,18728
7/16/2011,CATTARAUGUS ,6512
7/16/2011,CAYUGA      ,7942
7/16/2011,CHAUTAUQUA  ,11499
7/16/2011,CHEMUNG     ,7466
7/16/2011,CHENANGO    ,3897
7/16/2011,CLINTON     ,6423
7/16/2011,COLUMBIA    ,8107
7/16/2011,CORTLAND    ,4296
7/16/2011,DELAWARE    ,5695
7/16/2011,DUTCHESS    ,39041
7/16/2011,ERIE        ,94404
7/16/2011,ESSEX       ,3832
7/16/2011,FRANKLIN    ,4282
7/16/2011,FULTON      ,6138
7/16/2011,GENESEE     ,5463
7/16/2011,GREENE      ,6853
7/16/2011,HAMILTON    ,798
7/16/2011,HERKIMER    ,5328
7/16/2011,JEFFERSON   ,9902
7/16/2011,KINGS       ,274209
7/16/2011,LEWIS       ,1898
7/16/2011,LIVINGSTON  ,5305
7/16/2011,MADISON     ,6173
7/16/2011,MONROE      ,79171
7/16/2011,MONTGOMERY  ,6058
7/16/2011,NASSAU      ,265920
7/16/2011,NEW YORK    ,286876
7/16/2011,NIAGARA     ,18958
7/16/2011,ONEIDA      ,21301
7/16/2011,ONONDAGA    ,49687
7/16/2011,ONTARIO     ,12041
7/16/2011,ORANGE      ,53535
7/16/2011,ORLEANS     ,3212
7/16/2011,OSWEGO      ,11321
7/16/2011,OTSEGO      ,5508
7/16/2011,PUTNAM      ,20142
7/16/2011,QUEENS      ,323502
7/16/2011,RENSSELAER  ,17498
7/16/2011,RICHMOND    ,84336
7/16/2011,ROCKLAND    ,56886
7/16/2011,SARATOGA    ,24309
7/16/2011,SCHENECTADY ,210935
7/16/2011,SCHOHARIE   ,2684
7/16/2011,SCHUYLER    ,1560
7/16/2011,SENECA      ,3297
7/16/2011,ST. LAWRENCE,8858
7/16/2011,STEUBEN     ,8741
7/16/2011,SUFFOLK     ,283087
7/16/2011,SULLIVAN    ,11941
7/16/2011,TIOGA       ,4318
7/16/2011,TOMPKINS    ,6813
7/16/2011,ULSTER      ,22896
7/16/2011,WARREN      ,10039
7/16/2011,WASHINGTON  ,5054
7/16/2011,WAYNE       ,8792
7/16/2011,WESTCHESTER ,157110
7/16/2011,WYOMING     ,3593
7/16/2011,YATES       ,1829
7/23/2011,ALBANY      ,36365
7/23/2011,ALLEGANY    ,3078
7/23/2011,BRONX       ,147539
7/23/2011,BROOME      ,18447
7/23/2011,CATTARAUGUS ,6557
7/23/2011,CAYUGA      ,8440
7/23/2011,CHAUTAUQUA  ,11925
7/23/2011,CHEMUNG     ,7503
7/23/2011,CHENANGO    ,4377
7/23/2011,CLINTON     ,6291
7/23/2011,COLUMBIA    ,8022
7/23/2011,CORTLAND    ,4426
7/23/2011,DELAWARE    ,5982
7/23/2011,DUTCHESS    ,40604
7/23/2011,ERIE        ,95299
7/23/2011,ESSEX       ,4105
7/23/2011,FRANKLIN    ,3924
7/23/2011,FULTON      ,6111
7/23/2011,GENESEE     ,5311
7/23/2011,GREENE      ,6925
7/23/2011,HAMILTON    ,804
7/23/2011,HERKIMER    ,5479
7/23/2011,JEFFERSON   ,9852
7/23/2011,KINGS       ,273813
7/23/2011,LEWIS       ,1985
7/23/2011,LIVINGSTON  ,5511
7/23/2011,MADISON     ,5881
7/23/2011,MONROE      ,81193
7/23/2011,MONTGOMERY  ,6383
7/23/2011,NASSAU      ,266591
7/23/2011,NEW YORK    ,287829
7/23/2011,NIAGARA     ,19489
7/23/2011,ONEIDA      ,21481
7/23/2011,ONONDAGA    ,50604
7/23/2011,ONTARIO     ,12827
7/23/2011,ORANGE      ,53786
7/23/2011,ORLEANS     ,3403
7/23/2011,OSWEGO      ,11709
7/23/2011,OTSEGO      ,5254
7/23/2011,PUTNAM      ,19837
7/23/2011,QUEENS      ,319153
7/23/2011,RENSSELAER  ,17217
7/23/2011,RICHMOND    ,82287
7/23/2011,ROCKLAND    ,56415
7/23/2011,SARATOGA    ,25032
7/23/2011,SCHENECTADY ,210638
7/23/2011,SCHOHARIE   ,2906
7/23/2011,SCHUYLER    ,1844
7/23/2011,SENECA      ,3209
7/23/2011,ST. LAWRENCE,8892
7/23/2011,STEUBEN     ,8738
7/23/2011,SUFFOLK     ,285306
7/23/2011,SULLIVAN    ,11856
7/23/2011,TIOGA       ,4384
7/23/2011,TOMPKINS    ,7081
7/23/2011,ULSTER      ,24062
7/23/2011,WARREN      ,10303
7/23/2011,WASHINGTON  ,5291
7/23/2011,WAYNE       ,8850
7/23/2011,WESTCHESTER ,160480
7/23/2011,WYOMING     ,3425
7/23/2011,YATES       ,1793
7/30/2011,ALBANY      ,37654
7/30/2011,ALLEGANY    ,3193
7/30/2011,BRONX       ,155959
7/30/2011,BROOME      ,20721
7/30/2011,CATTARAUGUS ,6759
7/30/2011,CAYUGA      ,8544
7/30/2011,CHAUTAUQUA  ,12395
7/30/2011,CHEMUNG     ,7924
7/30/2011,CHENANGO    ,4374
7/30/2011,CLINTON     ,6619
7/30/2011,COLUMBIA    ,8273
7/30/2011,CORTLAND    ,4744
7/30/2011,DELAWARE    ,5579
7/30/2011,DUTCHESS    ,41324
7/30/2011,ERIE        ,99066
7/30/2011,ESSEX       ,4109
7/30/2011,FRANKLIN    ,4310
7/30/2011,FULTON      ,6910
7/30/2011,GENESEE     ,6015
7/30/2011,GREENE      ,7721
7/30/2011,HAMILTON    ,714
7/30/2011,HERKIMER    ,5328
7/30/2011,JEFFERSON   ,10548
7/30/2011,KINGS       ,287562
7/30/2011,LEWIS       ,2159
7/30/2011,LIVINGSTON  ,5817
7/30/2011,MADISON     ,6542
7/30/2011,MONROE      ,84139
7/30/2011,MONTGOMERY  ,6582
7/30/2011,NASSAU      ,275748
7/30/2011,NEW YORK    ,300688
7/30/2011,NIAGARA     ,20010
7/30/2011,ONEIDA      ,22559
7/30/2011,ONONDAGA    ,51413
7/30/2011,ONTARIO     ,13241
7/30/2011,ORANGE      ,56241
7/30/2011,ORLEANS     ,3432
7/30/2011,OSWEGO      ,12507
7/30/2011,OTSEGO      ,5739
7/30/2011,PUTNAM      ,20374
7/30/2011,QUEENS      ,336343
7/30/2011,RENSSELAER  ,18250
7/30/2011,RICHMOND    ,86115
7/30/2011,ROCKLAND    ,57341
7/30/2011,SARATOGA    ,26882
7/30/2011,SCHENECTADY ,210476
7/30/2011,SCHOHARIE   ,3011
7/30/2011,SCHUYLER    ,1879
7/30/2011,SENECA      ,3478
7/30/2011,ST. LAWRENCE,9287
7/30/2011,STEUBEN     ,9382
7/30/2011,SUFFOLK     ,295274
7/30/2011,SULLIVAN    ,12651
7/30/2011,TIOGA       ,4687
7/30/2011,TOMPKINS    ,7533
7/30/2011,ULSTER      ,25208
7/30/2011,WARREN      ,11167
7/30/2011,WASHINGTON  ,5603
7/30/2011,WAYNE       ,9338
7/30/2011,WESTCHESTER ,167498
7/30/2011,WYOMING     ,3980
7/30/2011,YATES       ,1817
8/6/2011,ALBANY      ,32051
8/6/2011,ALLEGANY    ,2900
8/6/2011,BRONX       ,134580
8/6/2011,BROOME      ,17706
8/6/2011,CATTARAUGUS ,5839
8/6/2011,CAYUGA      ,7397
8/6/2011,CHAUTAUQUA  ,10631
8/6/2011,CHEMUNG     ,6756
8/6/2011,CHENANGO    ,3892
8/6/2011,CLINTON     ,5756
8/6/2011,COLUMBIA    ,7411
8/6/2011,CORTLAND    ,3875
8/6/2011,DELAWARE    ,5263
8/6/2011,DUTCHESS    ,35395
8/6/2011,ERIE        ,86023
8/6/2011,ESSEX       ,3564
8/6/2011,FRANKLIN    ,3592
8/6/2011,FULTON      ,5871
8/6/2011,GENESEE     ,5137
8/6/2011,GREENE      ,6617
8/6/2011,HAMILTON    ,606
8/6/2011,HERKIMER    ,4895
8/6/2011,JEFFERSON   ,9069
8/6/2011,KINGS       ,247241
8/6/2011,LEWIS       ,1699
8/6/2011,LIVINGSTON  ,5129
8/6/2011,MADISON     ,5530
8/6/2011,MONROE      ,73117
8/6/2011,MONTGOMERY  ,5677
8/6/2011,NASSAU      ,224148
8/6/2011,NEW YORK    ,247055
8/6/2011,NIAGARA     ,17993
8/6/2011,ONEIDA      ,19000
8/6/2011,ONONDAGA    ,43754
8/6/2011,ONTARIO     ,11238
8/6/2011,ORANGE      ,47713
8/6/2011,ORLEANS     ,3120
8/6/2011,OSWEGO      ,10905
8/6/2011,OTSEGO      ,4906
8/6/2011,PUTNAM      ,17126
8/6/2011,QUEENS      ,278368
8/6/2011,RENSSELAER  ,15499
8/6/2011,RICHMOND    ,70973
8/6/2011,ROCKLAND    ,47295
8/6/2011,SARATOGA    ,22512
8/6/2011,SCHENECTADY ,207576
8/6/2011,SCHOHARIE   ,2523
8/6/2011,SCHUYLER    ,1677
8/6/2011,SENECA      ,3033
8/6/2011,ST. LAWRENCE,8194
8/6/2011,STEUBEN     ,8054
8/6/2011,SUFFOLK     ,237697
8/6/2011,SULLIVAN    ,10702
8/6/2011,TIOGA       ,3860
8/6/2011,TOMPKINS    ,6296
8/6/2011,ULSTER      ,21440
8/6/2011,WARREN      ,9540
8/6/2011,WASHINGTON  ,4820
8/6/2011,WAYNE       ,8001
8/6/2011,WESTCHESTER ,137488
8/6/2011,WYOMING     ,3297
8/6/2011,YATES       ,1709
8/13/2011,ALBANY      ,32987
8/13/2011,ALLEGANY    ,2658
8/13/2011,BRONX       ,131332
8/13/2011,BROOME      ,17798
8/13/2011,CATTARAUGUS ,5674
8/13/2011,CAYUGA      ,7639
8/13/2011,CHAUTAUQUA  ,10428
8/13/2011,CHEMUNG     ,6814
8/13/2011,CHENANGO    ,3665
8/13/2011,CLINTON     ,5730
8/13/2011,COLUMBIA    ,7288
8/13/2011,CORTLAND    ,3790
8/13/2011,DELAWARE    ,5248
8/13/2011,DUTCHESS    ,34769
8/13/2011,ERIE        ,83951
8/13/2011,ESSEX       ,3592
8/13/2011,FRANKLIN    ,3723
8/13/2011,FULTON      ,5823
8/13/2011,GENESEE     ,5068
8/13/2011,GREENE      ,6641
8/13/2011,HAMILTON    ,689
8/13/2011,HERKIMER    ,4932
8/13/2011,JEFFERSON   ,9080
8/13/2011,KINGS       ,241843
8/13/2011,LEWIS       ,1830
8/13/2011,LIVINGSTON  ,5158
8/13/2011,MADISON     ,5469
8/13/2011,MONROE      ,71980
8/13/2011,MONTGOMERY  ,5563
8/13/2011,NASSAU      ,220788
8/13/2011,NEW YORK    ,242823
8/13/2011,NIAGARA     ,17041
8/13/2011,ONEIDA      ,19101
8/13/2011,ONONDAGA    ,43533
8/13/2011,ONTARIO     ,11244
8/13/2011,ORANGE      ,48142
8/13/2011,ORLEANS     ,3088
8/13/2011,OSWEGO      ,10305
8/13/2011,OTSEGO      ,4804
8/13/2011,PUTNAM      ,17379
8/13/2011,QUEENS      ,278532
8/13/2011,RENSSELAER  ,15896
8/13/2011,RICHMOND    ,69781
8/13/2011,ROCKLAND    ,47645
8/13/2011,SARATOGA    ,22692
8/13/2011,SCHENECTADY ,207162
8/13/2011,SCHOHARIE   ,2471
8/13/2011,SCHUYLER    ,1603
8/13/2011,SENECA      ,3042
8/13/2011,ST. LAWRENCE,8285
8/13/2011,STEUBEN     ,8345
8/13/2011,SUFFOLK     ,235785
8/13/2011,SULLIVAN    ,10459
8/13/2011,TIOGA       ,3843
8/13/2011,TOMPKINS    ,6489
8/13/2011,ULSTER      ,21190
8/13/2011,WARREN      ,9807
8/13/2011,WASHINGTON  ,4546
8/13/2011,WAYNE       ,7956
8/13/2011,WESTCHESTER ,136231
8/13/2011,WYOMING     ,3157
8/13/2011,YATES       ,1563
8/20/2011,ALBANY      ,28775
8/20/2011,ALLEGANY    ,2541
8/20/2011,BRONX       ,122000
8/20/2011,BROOME      ,15892
8/20/2011,CATTARAUGUS ,5239
8/20/2011,CAYUGA      ,7037
8/20/2011,CHAUTAUQUA  ,9577
8/20/2011,CHEMUNG     ,6254
8/20/2011,CHENANGO    ,3366
8/20/2011,CLINTON     ,5401
8/20/2011,COLUMBIA    ,6674
8/20/2011,CORTLAND    ,3567
8/20/2011,DELAWARE    ,5009
8/20/2011,DUTCHESS    ,31774
8/20/2011,ERIE        ,79299
8/20/2011,ESSEX       ,3129
8/20/2011,FRANKLIN    ,3238
8/20/2011,FULTON      ,5302
8/20/2011,GENESEE     ,4286
8/20/2011,GREENE      ,5823
8/20/2011,HAMILTON    ,632
8/20/2011,HERKIMER    ,4333
8/20/2011,JEFFERSON   ,8445
8/20/2011,KINGS       ,223999
8/20/2011,LEWIS       ,1554
8/20/2011,LIVINGSTON  ,4823
8/20/2011,MADISON     ,5057
8/20/2011,MONROE      ,65138
8/20/2011,MONTGOMERY  ,5172
8/20/2011,NASSAU      ,203839
8/20/2011,NEW YORK    ,225985
8/20/2011,NIAGARA     ,15857
8/20/2011,ONEIDA      ,17628
8/20/2011,ONONDAGA    ,40139
8/20/2011,ONTARIO     ,10566
8/20/2011,ORANGE      ,44540
8/20/2011,ORLEANS     ,2895
8/20/2011,OSWEGO      ,9854
8/20/2011,OTSEGO      ,4554
8/20/2011,PUTNAM      ,15184
8/20/2011,QUEENS      ,255695
8/20/2011,RENSSELAER  ,14387
8/20/2011,RICHMOND    ,65267
8/20/2011,ROCKLAND    ,41962
8/20/2011,SARATOGA    ,20817
8/20/2011,SCHENECTADY ,205542
8/20/2011,SCHOHARIE   ,2264
8/20/2011,SCHUYLER    ,1470
8/20/2011,SENECA      ,2756
8/20/2011,ST. LAWRENCE,7861
8/20/2011,STEUBEN     ,7037
8/20/2011,SUFFOLK     ,219236
8/20/2011,SULLIVAN    ,9697
8/20/2011,TIOGA       ,3513
8/20/2011,TOMPKINS    ,5780
8/20/2011,ULSTER      ,19032
8/20/2011,WARREN      ,8676
8/20/2011,WASHINGTON  ,4440
8/20/2011,WAYNE       ,7245
8/20/2011,WESTCHESTER ,123913
8/20/2011,WYOMING     ,2952
8/20/2011,YATES       ,1350
8/27/2011,ALBANY      ,27899
8/27/2011,ALLEGANY    ,2290
8/27/2011,BRONX       ,110195
8/27/2011,BROOME      ,14254
8/27/2011,CATTARAUGUS ,4778
8/27/2011,CAYUGA      ,6809
8/27/2011,CHAUTAUQUA  ,8977
8/27/2011,CHEMUNG     ,5971
8/27/2011,CHENANGO    ,3042
8/27/2011,CLINTON     ,5164
8/27/2011,COLUMBIA    ,6190
8/27/2011,CORTLAND    ,3651
8/27/2011,DELAWARE    ,4440
8/27/2011,DUTCHESS    ,31188
8/27/2011,ERIE        ,71959
8/27/2011,ESSEX       ,2927
8/27/2011,FRANKLIN    ,2981
8/27/2011,FULTON      ,5151
8/27/2011,GENESEE     ,4387
8/27/2011,GREENE      ,5509
8/27/2011,HAMILTON    ,653
8/27/2011,HERKIMER    ,4124
8/27/2011,JEFFERSON   ,7420
8/27/2011,KINGS       ,198292
8/27/2011,LEWIS       ,1466
8/27/2011,LIVINGSTON  ,4326
8/27/2011,MADISON     ,4700
8/27/2011,MONROE      ,60391
8/27/2011,MONTGOMERY  ,4783
8/27/2011,NASSAU      ,188728
8/27/2011,NEW YORK    ,187990
8/27/2011,NIAGARA     ,14748
8/27/2011,ONEIDA      ,16787
8/27/2011,ONONDAGA    ,39200
8/27/2011,ONTARIO     ,9752
8/27/2011,ORANGE      ,42136
8/27/2011,ORLEANS     ,2787
8/27/2011,OSWEGO      ,9082
8/27/2011,OTSEGO      ,4519
8/27/2011,PUTNAM      ,15210
8/27/2011,QUEENS      ,228361
8/27/2011,RENSSELAER  ,13532
8/27/2011,RICHMOND    ,60325
8/27/2011,ROCKLAND    ,39842
8/27/2011,SARATOGA    ,19797
8/27/2011,SCHENECTADY ,203995
8/27/2011,SCHOHARIE   ,2244
8/27/2011,SCHUYLER    ,1438
8/27/2011,SENECA      ,2668
8/27/2011,ST. LAWRENCE,6998
8/27/2011,STEUBEN     ,6647
8/27/2011,SUFFOLK     ,208293
8/27/2011,SULLIVAN    ,9158
8/27/2011,TIOGA       ,3305
8/27/2011,TOMPKINS    ,5277
8/27/2011,ULSTER      ,18596
8/27/2011,WARREN      ,8095
8/27/2011,WASHINGTON  ,4151
8/27/2011,WAYNE       ,6719
8/27/2011,WESTCHESTER ,116491
8/27/2011,WYOMING     ,2599
8/27/2011,YATES       ,1329
9/3/2011,ALBANY      ,26798
9/3/2011,ALLEGANY    ,2613
9/3/2011,BRONX       ,115963
9/3/2011,BROOME      ,14131
9/3/2011,CATTARAUGUS ,4898
9/3/2011,CAYUGA      ,6750
9/3/2011,CHAUTAUQUA  ,8888
9/3/2011,CHEMUNG     ,6039
9/3/2011,CHENANGO    ,3081
9/3/2011,CLINTON     ,5042
9/3/2011,COLUMBIA    ,6008
9/3/2011,CORTLAND    ,3456
9/3/2011,DELAWARE    ,4016
9/3/2011,DUTCHESS    ,29420
9/3/2011,ERIE        ,73901
9/3/2011,ESSEX       ,2820
9/3/2011,FRANKLIN    ,3188
9/3/2011,FULTON      ,5081
9/3/2011,GENESEE     ,4471
9/3/2011,GREENE      ,4994
9/3/2011,HAMILTON    ,556
9/3/2011,HERKIMER    ,4330
9/3/2011,JEFFERSON   ,7634
9/3/2011,KINGS       ,213031
9/3/2011,LEWIS       ,1576
9/3/2011,LIVINGSTON  ,4562
9/3/2011,MADISON     ,4684
9/3/2011,MONROE      ,62339
9/3/2011,MONTGOMERY  ,4488
9/3/2011,NASSAU      ,182759
9/3/2011,NEW YORK    ,203074
9/3/2011,NIAGARA     ,15317
9/3/2011,ONEIDA      ,16800
9/3/2011,ONONDAGA    ,40638
9/3/2011,ONTARIO     ,9244
9/3/2011,ORANGE      ,40145
9/3/2011,ORLEANS     ,2822
9/3/2011,OSWEGO      ,9222
9/3/2011,OTSEGO      ,4485
9/3/2011,PUTNAM      ,13780
9/3/2011,QUEENS      ,237280
9/3/2011,RENSSELAER  ,12933
9/3/2011,RICHMOND    ,61278
9/3/2011,ROCKLAND    ,38679
9/3/2011,SARATOGA    ,18550
9/3/2011,SCHENECTADY ,202496
9/3/2011,SCHOHARIE   ,1745
9/3/2011,SCHUYLER    ,1373
9/3/2011,SENECA      ,2724
9/3/2011,ST. LAWRENCE,6930
9/3/2011,STEUBEN     ,6682
9/3/2011,SUFFOLK     ,195771
9/3/2011,SULLIVAN    ,8551
9/3/2011,TIOGA       ,3346
9/3/2011,TOMPKINS    ,5895
9/3/2011,ULSTER      ,16449
9/3/2011,WARREN      ,7656
9/3/2011,WASHINGTON  ,3991
9/3/2011,WAYNE       ,6933
9/3/2011,WESTCHESTER ,112620
9/3/2011,WYOMING     ,2826
9/3/2011,YATES       ,1321
9/10/2011,ALBANY      ,27344
9/10/2011,ALLEGANY    ,2411
9/10/2011,BRONX       ,117155
9/10/2011,BROOME      ,12199
9/10/2011,CATTARAUGUS ,4976
9/10/2011,CAYUGA      ,6973
9/10/2011,CHAUTAUQUA  ,9487
9/10/2011,CHEMUNG     ,6009
9/10/2011,CHENANGO    ,3091
9/10/2011,CLINTON     ,5256
9/10/2011,COLUMBIA    ,6073
9/10/2011,CORTLAND    ,3437
9/10/2011,DELAWARE    ,3685
9/10/2011,DUTCHESS    ,30282
9/10/2011,ERIE        ,73788
9/10/2011,ESSEX       ,2785
9/10/2011,FRANKLIN    ,3201
9/10/2011,FULTON      ,4686
9/10/2011,GENESEE     ,4393
9/10/2011,GREENE      ,4750
9/10/2011,HAMILTON    ,510
9/10/2011,HERKIMER    ,4048
9/10/2011,JEFFERSON   ,7763
9/10/2011,KINGS       ,215196
9/10/2011,LEWIS       ,1591
9/10/2011,LIVINGSTON  ,4300
9/10/2011,MADISON     ,4751
9/10/2011,MONROE      ,62719
9/10/2011,MONTGOMERY  ,4909
9/10/2011,NASSAU      ,194015
9/10/2011,NEW YORK    ,205999
9/10/2011,NIAGARA     ,15554
9/10/2011,ONEIDA      ,16783
9/10/2011,ONONDAGA    ,39168
9/10/2011,ONTARIO     ,9193
9/10/2011,ORANGE      ,41393
9/10/2011,ORLEANS     ,2699
9/10/2011,OSWEGO      ,8878
9/10/2011,OTSEGO      ,4131
9/10/2011,PUTNAM      ,14627
9/10/2011,QUEENS      ,242908
9/10/2011,RENSSELAER  ,13628
9/10/2011,RICHMOND    ,62635
9/10/2011,ROCKLAND    ,40149
9/10/2011,SARATOGA    ,18731
9/10/2011,SCHENECTADY ,201931
9/10/2011,SCHOHARIE   ,1810
9/10/2011,SCHUYLER    ,1390
9/10/2011,SENECA      ,2895
9/10/2011,ST. LAWRENCE,6997
9/10/2011,STEUBEN     ,7029
9/10/2011,SUFFOLK     ,206807
9/10/2011,SULLIVAN    ,8155
9/10/2011,TIOGA       ,2280
9/10/2011,TOMPKINS    ,5486
9/10/2011,ULSTER      ,17234
9/10/2011,WARREN      ,7533
9/10/2011,WASHINGTON  ,4186
9/10/2011,WAYNE       ,7356
9/10/2011,WESTCHESTER ,117018
9/10/2011,WYOMING     ,2725
9/10/2011,YATES       ,1305
9/17/2011,ALBANY      ,27292
9/17/2011,ALLEGANY    ,2440
9/17/2011,BRONX       ,122128
9/17/2011,BROOME      ,14102
9/17/2011,CATTARAUGUS ,5096
9/17/2011,CAYUGA      ,6714
9/17/2011,CHAUTAUQUA  ,9250
9/17/2011,CHEMUNG     ,5971
9/17/2011,CHENANGO    ,3058
9/17/2011,CLINTON     ,4899
9/17/2011,COLUMBIA    ,5915
9/17/2011,CORTLAND    ,3464
9/17/2011,DELAWARE    ,4190
9/17/2011,DUTCHESS    ,30409
9/17/2011,ERIE        ,75621
9/17/2011,ESSEX       ,2601
9/17/2011,FRANKLIN    ,2945
9/17/2011,FULTON      ,4842
9/17/2011,GENESEE     ,4258
9/17/2011,GREENE      ,5245
9/17/2011,HAMILTON    ,476
9/17/2011,HERKIMER    ,4239
9/17/2011,JEFFERSON   ,7590
9/17/2011,KINGS       ,222099
9/17/2011,LEWIS       ,1490
9/17/2011,LIVINGSTON  ,4492
9/17/2011,MADISON     ,4719
9/17/2011,MONROE      ,63335
9/17/2011,MONTGOMERY  ,4848
9/17/2011,NASSAU      ,199131
9/17/2011,NEW YORK    ,220396
9/17/2011,NIAGARA     ,15052
9/17/2011,ONEIDA      ,17142
9/17/2011,ONONDAGA    ,38657
9/17/2011,ONTARIO     ,9505
9/17/2011,ORANGE      ,41162
9/17/2011,ORLEANS     ,2734
9/17/2011,OSWEGO      ,9207
9/17/2011,OTSEGO      ,4296
9/17/2011,PUTNAM      ,15193
9/17/2011,QUEENS      ,250060
9/17/2011,RENSSELAER  ,13601
9/17/2011,RICHMOND    ,62098
9/17/2011,ROCKLAND    ,40399
9/17/2011,SARATOGA    ,18653
9/17/2011,SCHENECTADY ,202220
9/17/2011,SCHOHARIE   ,1988
9/17/2011,SCHUYLER    ,1416
9/17/2011,SENECA      ,2696
9/17/2011,ST. LAWRENCE,7071
9/17/2011,STEUBEN     ,7152
9/17/2011,SUFFOLK     ,209191
9/17/2011,SULLIVAN    ,8015
9/17/2011,TIOGA       ,2854
9/17/2011,TOMPKINS    ,5390
9/17/2011,ULSTER      ,17536
9/17/2011,WARREN      ,7205
9/17/2011,WASHINGTON  ,4011
9/17/2011,WAYNE       ,7194
9/17/2011,WESTCHESTER ,120797
9/17/2011,WYOMING     ,2863
9/17/2011,YATES       ,1267
9/24/2011,ALBANY      ,27196
9/24/2011,ALLEGANY    ,2595
9/24/2011,BRONX       ,119566
9/24/2011,BROOME      ,14070
9/24/2011,CATTARAUGUS ,5019
9/24/2011,CAYUGA      ,6270
9/24/2011,CHAUTAUQUA  ,8938
9/24/2011,CHEMUNG     ,6307
9/24/2011,CHENANGO    ,3115
9/24/2011,CLINTON     ,5117
9/24/2011,COLUMBIA    ,6056
9/24/2011,CORTLAND    ,3492
9/24/2011,DELAWARE    ,4226
9/24/2011,DUTCHESS    ,30402
9/24/2011,ERIE        ,74870
9/24/2011,ESSEX       ,2557
9/24/2011,FRANKLIN    ,3015
9/24/2011,FULTON      ,4729
9/24/2011,GENESEE     ,4430
9/24/2011,GREENE      ,5213
9/24/2011,HAMILTON    ,468
9/24/2011,HERKIMER    ,4123
9/24/2011,JEFFERSON   ,7539
9/24/2011,KINGS       ,218323
9/24/2011,LEWIS       ,1499
9/24/2011,LIVINGSTON  ,4353
9/24/2011,MADISON     ,4564
9/24/2011,MONROE      ,62953
9/24/2011,MONTGOMERY  ,5145
9/24/2011,NASSAU      ,199190
9/24/2011,NEW YORK    ,219056
9/24/2011,NIAGARA     ,15174
9/24/2011,ONEIDA      ,17416
9/24/2011,ONONDAGA    ,38466
9/24/2011,ONTARIO     ,9330
9/24/2011,ORANGE      ,41737
9/24/2011,ORLEANS     ,2765
9/24/2011,OSWEGO      ,8776
9/24/2011,OTSEGO      ,4173
9/24/2011,PUTNAM      ,14794
9/24/2011,QUEENS      ,250133
9/24/2011,RENSSELAER  ,13816
9/24/2011,RICHMOND    ,63074
9/24/2011,ROCKLAND    ,41210
9/24/2011,SARATOGA    ,19384
9/24/2011,SCHENECTADY ,202646
9/24/2011,SCHOHARIE   ,1904
9/24/2011,SCHUYLER    ,1280
9/24/2011,SENECA      ,2588
9/24/2011,ST. LAWRENCE,7109
9/24/2011,STEUBEN     ,7117
9/24/2011,SUFFOLK     ,209119
9/24/2011,SULLIVAN    ,7965
9/24/2011,TIOGA       ,3054
