Week,County,Sales
5/18/2013,RICHMOND    ,62396
5/18/2013,ROCKLAND    ,39724
5/18/2013,SARATOGA    ,20619
5/18/2013,SCHENECTADY ,174757
5/18/2013,SCHOHARIE   ,2173
5/18/2013,SCHUYLER    ,1421
5/18/2013,SENECA      ,2567
5/18/2013,ST. LAWRENCE,6876
5/18/2013,STEUBEN     ,7405
5/18/2013,SUFFOLK     ,209073
5/18/2013,SULLIVAN    ,7968
5/18/2013,TIOGA       ,3144
5/18/2013,TOMPKINS    ,5709
5/18/2013,ULSTER      ,18382
5/18/2013,WARREN      ,7499
5/18/2013,WASHINGTON  ,3859
5/18/2013,WAYNE       ,7114
5/18/2013,WESTCHESTER ,127176
5/18/2013,WYOMING     ,2719
5/18/2013,YATES       ,1327
5/25/2013,ALBANY      ,23997
5/25/2013,ALLEGANY    ,2158
5/25/2013,BRONX       ,100373
5/25/2013,BROOME      ,13119
5/25/2013,CATTARAUGUS ,4134
5/25/2013,CAYUGA      ,5692
5/25/2013,CHAUTAUQUA  ,8182
5/25/2013,CHEMUNG     ,5283
5/25/2013,CHENANGO    ,2858
5/25/2013,CLINTON     ,4442
5/25/2013,COLUMBIA    ,5403
5/25/2013,CORTLAND    ,2849
5/25/2013,DELAWARE    ,4052
5/25/2013,DUTCHESS    ,26857
5/25/2013,ERIE        ,63872
5/25/2013,ESSEX       ,2541
5/25/2013,FRANKLIN    ,2834
5/25/2013,FULTON      ,4336
5/25/2013,GENESEE     ,3639
5/25/2013,GREENE      ,4729
5/25/2013,HAMILTON    ,429
5/25/2013,HERKIMER    ,3654
5/25/2013,JEFFERSON   ,6945
5/25/2013,KINGS       ,178235
5/25/2013,LEWIS       ,1411
5/25/2013,LIVINGSTON  ,4201
5/25/2013,MADISON     ,4238
5/25/2013,MONROE      ,53182
5/25/2013,MONTGOMERY  ,4430
5/25/2013,NASSAU      ,166464
5/25/2013,NEW YORK    ,179111
5/25/2013,NIAGARA     ,12918
5/25/2013,ONEIDA      ,15434
5/25/2013,ONONDAGA    ,34703
5/25/2013,ONTARIO     ,8306
5/25/2013,ORANGE      ,35160
5/25/2013,ORLEANS     ,2314
5/25/2013,OSWEGO      ,7932
5/25/2013,OTSEGO      ,4128
5/25/2013,PUTNAM      ,13458
5/25/2013,QUEENS      ,206311
5/25/2013,RENSSELAER  ,11972
5/25/2013,RICHMOND    ,54728
5/25/2013,ROCKLAND    ,34007
5/25/2013,SARATOGA    ,17207
5/25/2013,SCHENECTADY ,173017
5/25/2013,SCHOHARIE   ,2008
5/25/2013,SCHUYLER    ,1321
5/25/2013,SENECA      ,2169
5/25/2013,ST. LAWRENCE,6476
5/25/2013,STEUBEN     ,6265
5/25/2013,SUFFOLK     ,182839
5/25/2013,SULLIVAN    ,7020
5/25/2013,TIOGA       ,2894
5/25/2013,TOMPKINS    ,4893
5/25/2013,ULSTER      ,15624
5/25/2013,WARREN      ,7694
5/25/2013,WASHINGTON  ,3717
5/25/2013,WAYNE       ,5932
5/25/2013,WESTCHESTER ,103415
5/25/2013,WYOMING     ,2270
5/25/2013,YATES       ,1147
6/1/2013,ALBANY      ,23782
6/1/2013,ALLEGANY    ,1985
6/1/2013,BRONX       ,99730
6/1/2013,BROOME      ,12923
6/1/2013,CATTARAUGUS ,4214
6/1/2013,CAYUGA      ,5608
6/1/2013,CHAUTAUQUA  ,7868
6/1/2013,CHEMUNG     ,4950
6/1/2013,CHENANGO    ,2771
6/1/2013,CLINTON     ,4092
6/1/2013,COLUMBIA    ,5500
6/1/2013,CORTLAND    ,2861
6/1/2013,DELAWARE    ,4086
6/1/2013,DUTCHESS    ,26990
6/1/2013,ERIE        ,62947
6/1/2013,ESSEX       ,2464
6/1/2013,FRANKLIN    ,2531
6/1/2013,FULTON      ,3780
6/1/2013,GENESEE     ,3604
6/1/2013,GREENE      ,4576
6/1/2013,HAMILTON    ,378
6/1/2013,HERKIMER    ,3532
6/1/2013,JEFFERSON   ,6513
6/1/2013,KINGS       ,176897
6/1/2013,LEWIS       ,1372
6/1/2013,LIVINGSTON  ,3809
6/1/2013,MADISON     ,4093
6/1/2013,MONROE      ,52381
6/1/2013,MONTGOMERY  ,4172
6/1/2013,NASSAU      ,165822
6/1/2013,NEW YORK    ,176239
6/1/2013,NIAGARA     ,13159
6/1/2013,ONEIDA      ,14989
6/1/2013,ONONDAGA    ,33488
6/1/2013,ONTARIO     ,8159
6/1/2013,ORANGE      ,34854
6/1/2013,ORLEANS     ,2234
6/1/2013,OSWEGO      ,7926
6/1/2013,OTSEGO      ,3914
6/1/2013,PUTNAM      ,13445
6/1/2013,QUEENS      ,206068
6/1/2013,RENSSELAER  ,11495
6/1/2013,RICHMOND    ,52818
6/1/2013,ROCKLAND    ,34384
6/1/2013,SARATOGA    ,17348
6/1/2013,SCHENECTADY ,171898
6/1/2013,SCHOHARIE   ,1892
6/1/2013,SCHUYLER    ,1353
6/1/2013,SENECA      ,2203
6/1/2013,ST. LAWRENCE,6482
6/1/2013,STEUBEN     ,6446
6/1/2013,SUFFOLK     ,177747
6/1/2013,SULLIVAN    ,6859
6/1/2013,TIOGA       ,2748
6/1/2013,TOMPKINS    ,4768
6/1/2013,ULSTER      ,15374
6/1/2013,WARREN      ,7327
6/1/2013,WASHINGTON  ,3710
6/1/2013,WAYNE       ,5956
6/1/2013,WESTCHESTER ,102631
6/1/2013,WYOMING     ,2281
6/1/2013,YATES       ,1047
6/8/2013,ALBANY      ,25180
6/8/2013,ALLEGANY    ,2064
6/8/2013,BRONX       ,106762
6/8/2013,BROOME      ,13440
6/8/2013,CATTARAUGUS ,4341
6/8/2013,CAYUGA      ,5979
6/8/2013,CHAUTAUQUA  ,8423
6/8/2013,CHEMUNG     ,5122
6/8/2013,CHENANGO    ,2920
6/8/2013,CLINTON     ,4508
6/8/2013,COLUMBIA    ,5691
6/8/2013,CORTLAND    ,3066
6/8/2013,DELAWARE    ,4201
6/8/2013,DUTCHESS    ,28122
6/8/2013,ERIE        ,67070
6/8/2013,ESSEX       ,3287
6/8/2013,FRANKLIN    ,2966
6/8/2013,FULTON      ,4363
6/8/2013,GENESEE     ,4013
6/8/2013,GREENE      ,4770
6/8/2013,HAMILTON    ,401
6/8/2013,HERKIMER    ,3771
6/8/2013,JEFFERSON   ,7088
6/8/2013,KINGS       ,185627
6/8/2013,LEWIS       ,1541
6/8/2013,LIVINGSTON  ,4301
6/8/2013,MADISON     ,4316
6/8/2013,MONROE      ,56933
6/8/2013,MONTGOMERY  ,4596
6/8/2013,NASSAU      ,171252
6/8/2013,NEW YORK    ,188707
6/8/2013,NIAGARA     ,14069
6/8/2013,ONEIDA      ,16685
6/8/2013,ONONDAGA    ,35850
6/8/2013,ONTARIO     ,8803
6/8/2013,ORANGE      ,36613
6/8/2013,ORLEANS     ,2382
6/8/2013,OSWEGO      ,8083
6/8/2013,OTSEGO      ,4270
6/8/2013,PUTNAM      ,14343
6/8/2013,QUEENS      ,216271
6/8/2013,RENSSELAER  ,12547
6/8/2013,RICHMOND    ,56448
6/8/2013,ROCKLAND    ,35432
6/8/2013,SARATOGA    ,17952
6/8/2013,SCHENECTADY ,172693
6/8/2013,SCHOHARIE   ,1945
6/8/2013,SCHUYLER    ,1347
6/8/2013,SENECA      ,2403
6/8/2013,ST. LAWRENCE,7316
6/8/2013,STEUBEN     ,6524
6/8/2013,SUFFOLK     ,185380
6/8/2013,SULLIVAN    ,7330
6/8/2013,TIOGA       ,2999
6/8/2013,TOMPKINS    ,5000
6/8/2013,ULSTER      ,15751
6/8/2013,WARREN      ,7898
6/8/2013,WASHINGTON  ,3733
6/8/2013,WAYNE       ,6338
6/8/2013,WESTCHESTER ,110002
6/8/2013,WYOMING     ,2557
6/8/2013,YATES       ,1137
6/15/2013,ALBANY      ,24871
6/15/2013,ALLEGANY    ,2032
6/15/2013,BRONX       ,104705
6/15/2013,BROOME      ,13426
6/15/2013,CATTARAUGUS ,4525
6/15/2013,CAYUGA      ,5871
6/15/2013,CHAUTAUQUA  ,8454
6/15/2013,CHEMUNG     ,5134
6/15/2013,CHENANGO    ,2950
6/15/2013,CLINTON     ,4512
6/15/2013,COLUMBIA    ,5652
6/15/2013,CORTLAND    ,3031
6/15/2013,DELAWARE    ,4048
6/15/2013,DUTCHESS    ,28767
6/15/2013,ERIE        ,66506
6/15/2013,ESSEX       ,2619
6/15/2013,FRANKLIN    ,2934
6/15/2013,FULTON      ,4031
6/15/2013,GENESEE     ,3744
6/15/2013,GREENE      ,4757
6/15/2013,HAMILTON    ,460
6/15/2013,HERKIMER    ,3803
6/15/2013,JEFFERSON   ,7201
6/15/2013,KINGS       ,184009
6/15/2013,LEWIS       ,1519
6/15/2013,LIVINGSTON  ,4217
6/15/2013,MADISON     ,4359
6/15/2013,MONROE      ,55518
6/15/2013,MONTGOMERY  ,4400
6/15/2013,NASSAU      ,173972
6/15/2013,NEW YORK    ,188225
6/15/2013,NIAGARA     ,14332
6/15/2013,ONEIDA      ,16051
6/15/2013,ONONDAGA    ,35598
6/15/2013,ONTARIO     ,8907
6/15/2013,ORANGE      ,36556
6/15/2013,ORLEANS     ,2378
6/15/2013,OSWEGO      ,7775
6/15/2013,OTSEGO      ,3961
6/15/2013,PUTNAM      ,14203
6/15/2013,QUEENS      ,217232
6/15/2013,RENSSELAER  ,12391
6/15/2013,RICHMOND    ,56633
6/15/2013,ROCKLAND    ,37750
6/15/2013,SARATOGA    ,18171
6/15/2013,SCHENECTADY ,171794
6/15/2013,SCHOHARIE   ,1954
6/15/2013,SCHUYLER    ,1181
6/15/2013,SENECA      ,2220
6/15/2013,ST. LAWRENCE,7051
6/15/2013,STEUBEN     ,6684
6/15/2013,SUFFOLK     ,192558
6/15/2013,SULLIVAN    ,7534
6/15/2013,TIOGA       ,2691
6/15/2013,TOMPKINS    ,5045
6/15/2013,ULSTER      ,16169
6/15/2013,WARREN      ,7600
6/15/2013,WASHINGTON  ,3962
6/15/2013,WAYNE       ,6158
6/15/2013,WESTCHESTER ,110456
6/15/2013,WYOMING     ,2483
6/15/2013,YATES       ,1136
6/22/2013,ALBANY      ,25145
6/22/2013,ALLEGANY    ,2028
6/22/2013,BRONX       ,104377
6/22/2013,BROOME      ,13239
6/22/2013,CATTARAUGUS ,4306
6/22/2013,CAYUGA      ,6047
6/22/2013,CHAUTAUQUA  ,8582
6/22/2013,CHEMUNG     ,5234
6/22/2013,CHENANGO    ,2852
6/22/2013,CLINTON     ,4655
6/22/2013,COLUMBIA    ,6008
6/22/2013,CORTLAND    ,3093
6/22/2013,DELAWARE    ,4018
6/22/2013,DUTCHESS    ,27781
6/22/2013,ERIE        ,65653
6/22/2013,ESSEX       ,2412
6/22/2013,FRANKLIN    ,2749
6/22/2013,FULTON      ,4126
6/22/2013,GENESEE     ,3863
6/22/2013,GREENE      ,5055
6/22/2013,HAMILTON    ,426
6/22/2013,HERKIMER    ,3818
6/22/2013,JEFFERSON   ,7195
6/22/2013,KINGS       ,185074
6/22/2013,LEWIS       ,1516
6/22/2013,LIVINGSTON  ,4166
6/22/2013,MADISON     ,4119
6/22/2013,MONROE      ,55258
6/22/2013,MONTGOMERY  ,4620
6/22/2013,NASSAU      ,174351
6/22/2013,NEW YORK    ,188194
6/22/2013,NIAGARA     ,13605
6/22/2013,ONEIDA      ,16292
6/22/2013,ONONDAGA    ,35306
6/22/2013,ONTARIO     ,8780
6/22/2013,ORANGE      ,37000
6/22/2013,ORLEANS     ,2404
6/22/2013,OSWEGO      ,8065
6/22/2013,OTSEGO      ,4044
6/22/2013,PUTNAM      ,14174
6/22/2013,QUEENS      ,217486
6/22/2013,RENSSELAER  ,12474
6/22/2013,RICHMOND    ,55161
6/22/2013,ROCKLAND    ,36792
6/22/2013,SARATOGA    ,18567
6/22/2013,SCHENECTADY ,171134
6/22/2013,SCHOHARIE   ,1953
6/22/2013,SCHUYLER    ,1199
6/22/2013,SENECA      ,2239
6/22/2013,ST. LAWRENCE,6655
6/22/2013,STEUBEN     ,6696
6/22/2013,SUFFOLK     ,185084
6/22/2013,SULLIVAN    ,7764
6/22/2013,TIOGA       ,2926
6/22/2013,TOMPKINS    ,5092
6/22/2013,ULSTER      ,16040
6/22/2013,WARREN      ,7795
6/22/2013,WASHINGTON  ,3958
6/22/2013,WAYNE       ,6202
6/22/2013,WESTCHESTER ,110090
6/22/2013,WYOMING     ,2384
6/22/2013,YATES       ,1152
6/29/2013,ALBANY      ,24587
6/29/2013,ALLEGANY    ,2157
6/29/2013,BRONX       ,100813
6/29/2013,BROOME      ,13628
6/29/2013,CATTARAUGUS ,4291
6/29/2013,CAYUGA      ,5723
6/29/2013,CHAUTAUQUA  ,8625
6/29/2013,CHEMUNG     ,5323
6/29/2013,CHENANGO    ,2928
6/29/2013,CLINTON     ,4767
6/29/2013,COLUMBIA    ,5868
6/29/2013,CORTLAND    ,3032
6/29/2013,DELAWARE    ,4187
6/29/2013,DUTCHESS    ,27205
6/29/2013,ERIE        ,65316
6/29/2013,ESSEX       ,2456
6/29/2013,FRANKLIN    ,2931
6/29/2013,FULTON      ,3987
6/29/2013,GENESEE     ,4043
6/29/2013,GREENE      ,5010
6/29/2013,HAMILTON    ,436
6/29/2013,HERKIMER    ,3583
6/29/2013,JEFFERSON   ,7231
6/29/2013,KINGS       ,180304
6/29/2013,LEWIS       ,1511
6/29/2013,LIVINGSTON  ,4298
6/29/2013,MADISON     ,4154
6/29/2013,MONROE      ,56340
6/29/2013,MONTGOMERY  ,4487
6/29/2013,NASSAU      ,172574
6/29/2013,NEW YORK    ,187181
6/29/2013,NIAGARA     ,13429
6/29/2013,ONEIDA      ,16140
6/29/2013,ONONDAGA    ,35514
6/29/2013,ONTARIO     ,8784
6/29/2013,ORANGE      ,36665
6/29/2013,ORLEANS     ,2469
6/29/2013,OSWEGO      ,7908
6/29/2013,OTSEGO      ,3949
6/29/2013,PUTNAM      ,14357
6/29/2013,QUEENS      ,215788
6/29/2013,RENSSELAER  ,12373
6/29/2013,RICHMOND    ,55234
6/29/2013,ROCKLAND    ,37909
6/29/2013,SARATOGA    ,18674
6/29/2013,SCHENECTADY ,171115
6/29/2013,SCHOHARIE   ,2064
6/29/2013,SCHUYLER    ,1369
6/29/2013,SENECA      ,2353
6/29/2013,ST. LAWRENCE,6824
6/29/2013,STEUBEN     ,6635
6/29/2013,SUFFOLK     ,184487
6/29/2013,SULLIVAN    ,7332
6/29/2013,TIOGA       ,2811
6/29/2013,TOMPKINS    ,4997
6/29/2013,ULSTER      ,15903
6/29/2013,WARREN      ,7822
6/29/2013,WASHINGTON  ,3993
6/29/2013,WAYNE       ,6021
6/29/2013,WESTCHESTER ,109428
6/29/2013,WYOMING     ,2501
6/29/2013,YATES       ,1187
7/6/2013,ALBANY      ,25868
7/6/2013,ALLEGANY    ,2451
7/6/2013,BRONX       ,109268
7/6/2013,BROOME      ,13996
7/6/2013,CATTARAUGUS ,4749
7/6/2013,CAYUGA      ,6748
7/6/2013,CHAUTAUQUA  ,9439
7/6/2013,CHEMUNG     ,5639
7/6/2013,CHENANGO    ,3252
7/6/2013,CLINTON     ,5396
7/6/2013,COLUMBIA    ,6057
7/6/2013,CORTLAND    ,3275
7/6/2013,DELAWARE    ,4631
7/6/2013,DUTCHESS    ,29497
7/6/2013,ERIE        ,70640
7/6/2013,ESSEX       ,3376
7/6/2013,FRANKLIN    ,3145
7/6/2013,FULTON      ,4839
7/6/2013,GENESEE     ,4144
7/6/2013,GREENE      ,5968
7/6/2013,HAMILTON    ,785
7/6/2013,HERKIMER    ,4305
7/6/2013,JEFFERSON   ,8153
7/6/2013,KINGS       ,192660
7/6/2013,LEWIS       ,1891
7/6/2013,LIVINGSTON  ,4155
7/6/2013,MADISON     ,4809
7/6/2013,MONROE      ,57638
7/6/2013,MONTGOMERY  ,4750
7/6/2013,NASSAU      ,183384
7/6/2013,NEW YORK    ,181654
7/6/2013,NIAGARA     ,14546
7/6/2013,ONEIDA      ,16377
7/6/2013,ONONDAGA    ,38350
7/6/2013,ONTARIO     ,9381
7/6/2013,ORANGE      ,39759
7/6/2013,ORLEANS     ,2413
7/6/2013,OSWEGO      ,8830
7/6/2013,OTSEGO      ,4602
7/6/2013,PUTNAM      ,15121
7/6/2013,QUEENS      ,225861
7/6/2013,RENSSELAER  ,12823
7/6/2013,RICHMOND    ,61084
7/6/2013,ROCKLAND    ,37140
7/6/2013,SARATOGA    ,18432
7/6/2013,SCHENECTADY ,171064
7/6/2013,SCHOHARIE   ,2009
7/6/2013,SCHUYLER    ,1621
7/6/2013,SENECA      ,2517
7/6/2013,ST. LAWRENCE,7940
7/6/2013,STEUBEN     ,7077
7/6/2013,SUFFOLK     ,205297
7/6/2013,SULLIVAN    ,8861
7/6/2013,TIOGA       ,2950
7/6/2013,TOMPKINS    ,5213
7/6/2013,ULSTER      ,17452
7/6/2013,WARREN      ,8987
7/6/2013,WASHINGTON  ,4320
7/6/2013,WAYNE       ,6866
7/6/2013,WESTCHESTER ,113119
7/6/2013,WYOMING     ,2841
7/6/2013,YATES       ,1402
7/13/2013,ALBANY      ,27587
7/13/2013,ALLEGANY    ,2295
7/13/2013,BRONX       ,106968
7/13/2013,BROOME      ,14221
7/13/2013,CATTARAUGUS ,4530
7/13/2013,CAYUGA      ,6271
7/13/2013,CHAUTAUQUA  ,9349
7/13/2013,CHEMUNG     ,5828
7/13/2013,CHENANGO    ,3187
7/13/2013,CLINTON     ,5036
7/13/2013,COLUMBIA    ,6289
7/13/2013,CORTLAND    ,3595
7/13/2013,DELAWARE    ,4613
7/13/2013,DUTCHESS    ,30466
7/13/2013,ERIE        ,71093
7/13/2013,ESSEX       ,2992
7/13/2013,FRANKLIN    ,3114
7/13/2013,FULTON      ,4705
7/13/2013,GENESEE     ,4104
7/13/2013,GREENE      ,5742
7/13/2013,HAMILTON    ,685
7/13/2013,HERKIMER    ,4352
7/13/2013,JEFFERSON   ,7771
7/13/2013,KINGS       ,195908
7/13/2013,LEWIS       ,1684
7/13/2013,LIVINGSTON  ,4595
7/13/2013,MADISON     ,4405
7/13/2013,MONROE      ,58821
7/13/2013,MONTGOMERY  ,4637
7/13/2013,NASSAU      ,191339
7/13/2013,NEW YORK    ,193166
7/13/2013,NIAGARA     ,14372
7/13/2013,ONEIDA      ,17142
7/13/2013,ONONDAGA    ,39075
7/13/2013,ONTARIO     ,9439
7/13/2013,ORANGE      ,39824
7/13/2013,ORLEANS     ,2662
7/13/2013,OSWEGO      ,9071
7/13/2013,OTSEGO      ,4436
7/13/2013,PUTNAM      ,15245
7/13/2013,QUEENS      ,229173
7/13/2013,RENSSELAER  ,13358
7/13/2013,RICHMOND    ,61354
7/13/2013,ROCKLAND    ,38914
7/13/2013,SARATOGA    ,18970
7/13/2013,SCHENECTADY ,170694
7/13/2013,SCHOHARIE   ,2009
7/13/2013,SCHUYLER    ,1579
7/13/2013,SENECA      ,2594
7/13/2013,ST. LAWRENCE,7228
7/13/2013,STEUBEN     ,7307
7/13/2013,SUFFOLK     ,212368
7/13/2013,SULLIVAN    ,8381
7/13/2013,TIOGA       ,3172
7/13/2013,TOMPKINS    ,5237
7/13/2013,ULSTER      ,17058
7/13/2013,WARREN      ,9077
7/13/2013,WASHINGTON  ,4209
7/13/2013,WAYNE       ,6670
7/13/2013,WESTCHESTER ,117405
7/13/2013,WYOMING     ,2761
7/13/2013,YATES       ,1292
7/20/2013,ALBANY      ,26640
7/20/2013,ALLEGANY    ,2187
7/20/2013,BRONX       ,104200
7/20/2013,BROOME      ,14387
7/20/2013,CATTARAUGUS ,4491
7/20/2013,CAYUGA      ,6257
7/20/2013,CHAUTAUQUA  ,8607
7/20/2013,CHEMUNG     ,5865
7/20/2013,CHENANGO    ,3108
7/20/2013,CLINTON     ,4746
7/20/2013,COLUMBIA    ,6159
7/20/2013,CORTLAND    ,3333
7/20/2013,DELAWARE    ,4406
7/20/2013,DUTCHESS    ,29548
7/20/2013,ERIE        ,70170
7/20/2013,ESSEX       ,3021
7/20/2013,FRANKLIN    ,3202
7/20/2013,FULTON      ,4553
7/20/2013,GENESEE     ,4063
7/20/2013,GREENE      ,5563
7/20/2013,HAMILTON    ,630
7/20/2013,HERKIMER    ,4182
7/20/2013,JEFFERSON   ,7781
7/20/2013,KINGS       ,187263
7/20/2013,LEWIS       ,1738
7/20/2013,LIVINGSTON  ,4202
7/20/2013,MADISON     ,4333
7/20/2013,MONROE      ,57904
7/20/2013,MONTGOMERY  ,4279
7/20/2013,NASSAU      ,187759
7/20/2013,NEW YORK    ,188737
7/20/2013,NIAGARA     ,14247
7/20/2013,ONEIDA      ,16399
7/20/2013,ONONDAGA    ,39010
7/20/2013,ONTARIO     ,9515
7/20/2013,ORANGE      ,39677
7/20/2013,ORLEANS     ,2566
7/20/2013,OSWEGO      ,8976
7/20/2013,OTSEGO      ,4394
7/20/2013,PUTNAM      ,15624
7/20/2013,QUEENS      ,221172
7/20/2013,RENSSELAER  ,12981
7/20/2013,RICHMOND    ,61828
7/20/2013,ROCKLAND    ,38978
7/20/2013,SARATOGA    ,18461
7/20/2013,SCHENECTADY ,170335
7/20/2013,SCHOHARIE   ,2188
7/20/2013,SCHUYLER    ,1344
7/20/2013,SENECA      ,2573
7/20/2013,ST. LAWRENCE,6864
7/20/2013,STEUBEN     ,7376
7/20/2013,SUFFOLK     ,205922
7/20/2013,SULLIVAN    ,8291
7/20/2013,TIOGA       ,3051
7/20/2013,TOMPKINS    ,5123
7/20/2013,ULSTER      ,16496
7/20/2013,WARREN      ,8790
7/20/2013,WASHINGTON  ,4192
7/20/2013,WAYNE       ,6853
7/20/2013,WESTCHESTER ,115366
7/20/2013,WYOMING     ,2645
7/20/2013,YATES       ,1503
7/27/2013,ALBANY      ,27510
7/27/2013,ALLEGANY    ,2368
7/27/2013,BRONX       ,110152
7/27/2013,BROOME      ,14530
7/27/2013,CATTARAUGUS ,4549
7/27/2013,CAYUGA      ,6564
7/27/2013,CHAUTAUQUA  ,9007
7/27/2013,CHEMUNG     ,5949
7/27/2013,CHENANGO    ,3208
7/27/2013,CLINTON     ,5227
7/27/2013,COLUMBIA    ,6058
7/27/2013,CORTLAND    ,3309
7/27/2013,DELAWARE    ,4797
7/27/2013,DUTCHESS    ,30392
7/27/2013,ERIE        ,71066
7/27/2013,ESSEX       ,2840
7/27/2013,FRANKLIN    ,3150
7/27/2013,FULTON      ,4670
7/27/2013,GENESEE     ,4119
7/27/2013,GREENE      ,5708
7/27/2013,HAMILTON    ,562
7/27/2013,HERKIMER    ,4550
7/27/2013,JEFFERSON   ,7765
7/27/2013,KINGS       ,197141
7/27/2013,LEWIS       ,1545
7/27/2013,LIVINGSTON  ,4448
7/27/2013,MADISON     ,4516
7/27/2013,MONROE      ,60198
7/27/2013,MONTGOMERY  ,4854
7/27/2013,NASSAU      ,192619
7/27/2013,NEW YORK    ,196696
7/27/2013,NIAGARA     ,14979
7/27/2013,ONEIDA      ,16982
7/27/2013,ONONDAGA    ,39216
7/27/2013,ONTARIO     ,9369
7/27/2013,ORANGE      ,40395
7/27/2013,ORLEANS     ,2603
7/27/2013,OSWEGO      ,9114
7/27/2013,OTSEGO      ,4418
7/27/2013,PUTNAM      ,15927
7/27/2013,QUEENS      ,230379
7/27/2013,RENSSELAER  ,12978
7/27/2013,RICHMOND    ,62425
7/27/2013,ROCKLAND    ,39354
7/27/2013,SARATOGA    ,20069
7/27/2013,SCHENECTADY ,169315
7/27/2013,SCHOHARIE   ,2085
7/27/2013,SCHUYLER    ,1345
7/27/2013,SENECA      ,2723
7/27/2013,ST. LAWRENCE,7491
7/27/2013,STEUBEN     ,7465
7/27/2013,SUFFOLK     ,211908
7/27/2013,SULLIVAN    ,8517
7/27/2013,TIOGA       ,2986
7/27/2013,TOMPKINS    ,5457
7/27/2013,ULSTER      ,17552
7/27/2013,WARREN      ,9089
7/27/2013,WASHINGTON  ,4427
7/27/2013,WAYNE       ,6943
7/27/2013,WESTCHESTER ,119050
7/27/2013,WYOMING     ,2814
7/27/2013,YATES       ,1344
8/3/2013,ALBANY      ,25381
8/3/2013,ALLEGANY    ,2262
8/3/2013,BRONX       ,108974
8/3/2013,BROOME      ,13581
8/3/2013,CATTARAUGUS ,4682
8/3/2013,CAYUGA      ,6243
8/3/2013,CHAUTAUQUA  ,8568
8/3/2013,CHEMUNG     ,5671
8/3/2013,CHENANGO    ,3124
8/3/2013,CLINTON     ,4970
8/3/2013,COLUMBIA    ,5956
8/3/2013,CORTLAND    ,3223
8/3/2013,DELAWARE    ,4200
8/3/2013,DUTCHESS    ,28802
8/3/2013,ERIE        ,67662
8/3/2013,ESSEX       ,2868
8/3/2013,FRANKLIN    ,2937
8/3/2013,FULTON      ,4390
8/3/2013,GENESEE     ,4025
8/3/2013,GREENE      ,5217
8/3/2013,HAMILTON    ,535
8/3/2013,HERKIMER    ,3921
8/3/2013,JEFFERSON   ,7564
8/3/2013,KINGS       ,191040
8/3/2013,LEWIS       ,1657
8/3/2013,LIVINGSTON  ,4079
8/3/2013,MADISON     ,4257
8/3/2013,MONROE      ,58560
8/3/2013,MONTGOMERY  ,4335
8/3/2013,NASSAU      ,184034
8/3/2013,NEW YORK    ,188740
8/3/2013,NIAGARA     ,14050
8/3/2013,ONEIDA      ,16742
8/3/2013,ONONDAGA    ,37156
8/3/2013,ONTARIO     ,9446
8/3/2013,ORANGE      ,38257
8/3/2013,ORLEANS     ,2597
8/3/2013,OSWEGO      ,8716
8/3/2013,OTSEGO      ,4077
8/3/2013,PUTNAM      ,14873
8/3/2013,QUEENS      ,222386
8/3/2013,RENSSELAER  ,12566
8/3/2013,RICHMOND    ,58534
8/3/2013,ROCKLAND    ,37238
8/3/2013,SARATOGA    ,19033
8/3/2013,SCHENECTADY ,168792
8/3/2013,SCHOHARIE   ,1974
8/3/2013,SCHUYLER    ,1331
8/3/2013,SENECA      ,2525
8/3/2013,ST. LAWRENCE,6744
8/3/2013,STEUBEN     ,6788
8/3/2013,SUFFOLK     ,200019
8/3/2013,SULLIVAN    ,8040
8/3/2013,TIOGA       ,2921
8/3/2013,TOMPKINS    ,5169
8/3/2013,ULSTER      ,17029
8/3/2013,WARREN      ,8934
8/3/2013,WASHINGTON  ,4153
8/3/2013,WAYNE       ,6657
8/3/2013,WESTCHESTER ,114472
8/3/2013,WYOMING     ,2708
8/3/2013,YATES       ,1274
8/10/2013,ALBANY      ,22972
8/10/2013,ALLEGANY    ,2246
8/10/2013,BRONX       ,100166
8/10/2013,BROOME      ,12961
8/10/2013,CATTARAUGUS ,4351
8/10/2013,CAYUGA      ,5601
8/10/2013,CHAUTAUQUA  ,7972
8/10/2013,CHEMUNG     ,5393
8/10/2013,CHENANGO    ,2840
8/10/2013,CLINTON     ,4363
8/10/2013,COLUMBIA    ,5467
8/10/2013,CORTLAND    ,3032
8/10/2013,DELAWARE    ,4124
8/10/2013,DUTCHESS    ,26278
8/10/2013,ERIE        ,62992
8/10/2013,ESSEX       ,2780
8/10/2013,FRANKLIN    ,2871
8/10/2013,FULTON      ,4084
8/10/2013,GENESEE     ,3927
8/10/2013,GREENE      ,5104
8/10/2013,HAMILTON    ,613
8/10/2013,HERKIMER    ,4057
8/10/2013,JEFFERSON   ,7451
8/10/2013,KINGS       ,175726
8/10/2013,LEWIS       ,1529
8/10/2013,LIVINGSTON  ,4324
8/10/2013,MADISON     ,4148
8/10/2013,MONROE      ,53868
8/10/2013,MONTGOMERY  ,4477
8/10/2013,NASSAU      ,164653
8/10/2013,NEW YORK    ,169592
8/10/2013,NIAGARA     ,13327
8/10/2013,ONEIDA      ,15787
8/10/2013,ONONDAGA    ,34157
8/10/2013,ONTARIO     ,8489
8/10/2013,ORANGE      ,35107
8/10/2013,ORLEANS     ,2442
8/10/2013,OSWEGO      ,7804
